"","title","company","city","organization","size","type","experience1","degree","size","minimumpay","maximumpay","logmeanpay","experience2","R","SPSS","Excel","Python","MATLAB","Java","SQL","SAS","Stata","EViews","Spark","Hadoop"
"3880","高校渠道开发经理/主管-TX","上海高顿企业管理咨询有限公司","上海","民营公司","500-1000人","教育/培训/院校",0,"高中","招聘若干人",10000,14999,9.43344392249037,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3881","游戏运营专员 (职位编号：BT-01-014)","上海班图网络科技有限公司","上海","民营公司","少于50人","互联网/电子商务",2,"大专","无",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3882","电商/网店运营","上海摩悦贸易有限公司","上海","合资","50-150人","贸易/进出口",0,"大专","无",NA,NA,NA,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3883","BI系统应用开发","中国商飞上海航空工业（集团）有限公司","上海","国企","150-500人","航天/航空",3,"本科","无",10000,14999,9.43344392249037,"3-4年",0,0,0,0,0,0,1,0,0,0,0,0
"3884","会计","圣东尼（上海）针织机器有限公司","上海","外资","150-500人","机械/设备/重工",6,"本科","无",3000,4499,8.22937777674144,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"3885","(互联网)销售代表+无责底薪+带薪培训 (职位编号：1)","上海特易信息科技有限公司","上海","国企","500-1000人","互联网/电子商务",0,"大专","招聘4人",6000,15000,9.25913053614561,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3886","淘宝运营专员/淘宝运营主管/网站运营/微信运营","千源贝石（上海）投资有限公司","上海","民营公司","少于50人","金融/投资/证券",2,"大专","无",4500,5999,8.565888112955,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3887","产品经理/产品助理","上海修敏信息科技有限公司","上海","民营公司","50-150人","互联网/电子商务",0,"本科","招聘若干人",8000,9999,9.10492429921953,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3888","高级Java开发工程师","天创聚合科技（上海）有限公司","上海","外资","150-500人","互联网/电子商务",0,"本科","招聘若干人",15000,19999,9.76992758807486,"无经验要求",0,0,0,0,0,1,0,0,0,0,0,0
"3889","高级薪酬福利主任","大上海时代广场物业管理（上海）有限公司","上海","外资","150-500人","物业管理/商业中心",6,"本科","无",NA,NA,NA,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"3890","天猫店长","上海易必派网络科技有限公司","上海","民营公司","少于50人","互联网/电子商务",0,"无","招聘2人",10000,14999,9.43344392249037,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3891","财务经理","上海中屹投资有限公司","上海","民营公司","50-150人","金融/投资/证券",2,"大专","无",10000,11000,9.25913053614561,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3892","运营经理/运营主管","上海小鬼网络科技有限公司","上海","合资","少于50人","互联网/电子商务",0,"大专","招聘若干人",10000,14999,9.43344392249037,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3893","分析师  实习岗","上海鑫至尊投资管理有限公司","上海","民营公司","50-150人","金融/投资/证券",0,"大专","招聘若干人",3000,4499,8.22937777674144,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3894","商务助理","上海磐臣贸易有限公司","上海","合资","少于50人","贸易/进出口",1,"大专","无",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3895","销售助理","每诺酒店管理（上海）有限公司","上海","外资","150-500人","美容/保健",1,"大专","无",4500,5999,8.565888112955,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"3896","推广策划总监/经理","上海共投金融信息服务有限公司","上海","民营公司","150-500人","互联网/电子商务",3,"本科","招聘1人",15000,19999,9.76992758807486,"3-4年",0,0,1,0,0,0,0,0,0,0,0,0
"3897","QC品控助理文员","弼狄（上海）营销咨询有限公司","上海","合资","50-150人","专业服务(咨询、人力资源、财会)",1,"中专","无",3000,4499,8.22937777674144,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"3898","餐饮行政人事经理 (职位编号：01)","上海食佳餐饮管理有限公司","上海","民营公司","150-500人","餐饮业",3,"大专","无",6000,7999,8.85359399691488,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"3899","竞价推广专员/竞价推广组长","上海万众医疗投资股份有限公司","上海","民营公司","1000-5000人","医疗/护理/卫生",1,"大专","无",4500,5999,8.565888112955,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"3900","市场助理 Marketing Assistant","上海美德电子有限公司","上海","外资","150-500人","电子技术/半导体/集成电路",0,"无","招聘1人",3000,4499,8.22937777674144,"无经验要求",0,0,1,0,0,0,0,0,0,0,0,0
"3901","营运督导","上海豪篷实业有限公司","上海","外资","150-500人","餐饮业",2,"大专","无",6000,8000,8.85366542803745,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3902","销售助理（偏数据）","博士视听系统（上海）有限公司","上海","外资","500-1000人","家具/家电/玩具/礼品",6,"本科","无",4500,5999,8.565888112955,"5-6年",0,0,1,0,0,0,0,0,0,0,0,0
"3903","高级产品经理","快宝（上海）网络技术有限公司","上海","民营公司","少于50人","互联网/电子商务",6,"本科","无",10000,14999,9.43344392249037,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"3904","区域销售经理","上海网格国际贸易有限公司","上海","民营公司","少于50人","石油/化工/矿产/地质",3,"大专","无",4500,5999,8.565888112955,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"3905","市场助理（医药专业）","上海大陆药业有限公司","上海","民营公司","50-150人","制药/生物工程",0,"大专","招聘1人",3000,4499,8.22937777674144,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3906","项目工程师--上海","上海烈冰生物医药科技有限公司","上海","民营公司","50-150人","制药/生物工程",0,"本科","招聘2人",3000,5000,8.29404964010203,"无经验要求",1,0,0,1,0,0,0,0,0,0,0,0
"3907","淘宝天猫京东运营专员","上海技嘉咖啡有限公司","上海","民营公司","50-150人","贸易/进出口",1,"大专","无",10000,14999,9.43344392249037,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3908","采购员 (职位编号：001)","上海和越工艺礼品有限公司","上海","民营公司","少于50人","贸易/进出口",1,"大专","无",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3909","行政后勤主管/经理","上海凰艮服饰有限公司","上海","民营公司","150-500人","服装/纺织/皮革",8,"大专","无",4500,5999,8.565888112955,"7-8年",0,0,0,0,0,0,0,0,0,0,0,0
"3910","财务专员","上海地博广告有限公司","上海","合资","少于50人","公关/市场推广/会展",0,"无","招聘1人",6000,7999,8.85359399691488,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3911","高级临床监查员（Senior CRA）","上海瀛科隆医药开发有限公司","上海","合资","150-500人","制药/生物工程",3,"本科","无",5000,10000,8.9226582995244,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"3912","商控专员 商品专员 商品主管","上海卡利斯特企业发展有限公司","上海","民营公司","150-500人","服装/纺织/皮革",3,"大专","无",6000,7999,8.85359399691488,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"3913","SAP BW 中级顾问","大世科技（上海）有限公司","上海","外资","50-150人","计算机服务(系统、数据服务、维修)",6,"本科","无",12000,14000,9.47270463644367,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"3914","资深媒介策划","上海瑞狮网络科技有限公司","上海","民营公司","少于50人","互联网/电子商务",3,"本科","无",8000,20000,9.5468126085974,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"3915","微商城招商分销专员","上海点尖投资发展有限公司","上海","民营公司","少于50人","互联网/电子商务",0,"大专","招聘若干人",3000,4499,8.22937777674144,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3916","咖啡店主管（营运储备干部）","太平洋咖啡-上海","上海","国企","500-1000人","餐饮业",1,"本科","无",3800,5000,8.38935981990635,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"3917","招商经理/专员","上海星浩股权投资管理有限公司","上海","民营公司","150-500人","金融/投资/证券",2,"本科","招聘1人",15000,19999,9.76992758807486,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3918","前端工程师","科众三六五科技股份有限公司","上海","民营公司","少于50人","互联网/电子商务",3,"大专","无",15000,19999,9.76992758807486,"3-4年",0,0,0,1,0,1,0,0,0,0,0,0
"3919","高级机构（结构）工程师","上海航微信息科技有限公司","上海","民营公司","少于50人","仪器仪表/工业自动化",8,"本科","无",15000,19999,9.76992758807486,"7-8年",0,0,0,0,0,0,0,0,0,0,0,0
"3920","电商运营专员","于斯教育科技（上海）有限公司","上海","合资","50-150人","教育/培训/院校",1,"大专","招聘若干人",4500,5999,8.565888112955,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3921","生物技术研发人员(博士）","复恩特生物技术（上海）有限公司","上海","合资","50-150人","制药/生物工程",2,"博士","招聘1人",20000,35000,10.2219412836547,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3922","运营经理","驭旌实业（上海）有限公司","上海","民营公司","50-150人","批发/零售",3,"大专","无",8000,9999,9.10492429921953,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"3923","大数据开发工程师","北京中亦安图科技股份有限公司","上海","民营公司","150-500人","计算机服务(系统、数据服务、维修)",0,"本科","招聘1人",15000,19999,9.76992758807486,"无经验要求",0,0,0,0,0,1,1,0,0,0,1,1
"3924","催收组长","上海垚森投资管理有限公司","上海","民营公司","150-500人","金融/投资/证券",1,"大专","招聘5人",5000,10000,8.9226582995244,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3925","品质管理员（日语）","本间高尔夫（上海）有限公司","上海","合资","500-1000人","娱乐/休闲/体育",3,"大专","无",6000,7999,8.85359399691488,"3-4年",0,0,1,0,0,0,0,0,0,0,0,0
"3926","咨询热线/呼叫中心主管Call Center Supervisor","英谛捷医药科技咨询（上海）有限公司","上海","外资","50-150人","医疗/护理/卫生",6,"大专","无",8000,9999,9.10492429921953,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"3927","商品专员 商控 AD (职位编号：http://img01.51jobcdn.com/imehire/ehire2007/default/image/common/btnconfirm1.gif)","上海吉妮服饰有限公司","上海","民营公司","150-500人","服装/纺织/皮革",1,"高中","无",4166.66666666667,25000,9.58763460311765,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3928","网店运营","上海芳星进出口贸易有限公司","上海","民营公司","150-500人","贸易/进出口",1,"大专","无",8000,9999,9.10492429921953,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3929","合规质检专员（QA）/金融行业销售经验即可","上海金兜信息技术有限公司","上海","民营公司","150-500人","金融/投资/证券",1,"本科","无",4500,5999,8.565888112955,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3930","市场专员","康贝（上海）有限公司","上海","外资","150-500人","快速消费品(食品、饮料、化妆品)",2,"本科","无",4500,5999,8.565888112955,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3931","销售助理","合星财富管理有限公司上海第一分公司","上海","民营公司","1000-5000人","金融/投资/证券",0,"大专","招聘若干人",3000,4499,8.22937777674144,"无经验要求",0,0,1,0,0,0,0,0,0,0,0,0
"3932","客户经理","上海卓禹装饰设计有限公司","上海","民营公司","150-500人","家居/室内设计/装潢",5,"无","招聘4人",6000,8000,8.85366542803745,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"3933","高薪聘请京东天猫淘宝店长","上海凤图电气有限公司","上海","民营公司","少于50人","建筑/建材/工程",1,"大专","招聘1人",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3934","平台运营专员","六艺星空（北京）文化传播有限公司","上海","外资","1000-5000人","教育/培训/院校",1,"大专","无",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3935","销控专员","永耀（上海）房地产开发有限公司","上海","外资","少于50人","房地产",3,"大专","无",3500,6000,8.46589989702869,"3-4年",0,0,1,0,0,0,0,0,0,0,0,0
"3936","电商运营专员","上海道顺鞋业有限公司","上海","民营公司","500-1000人","服装/纺织/皮革",2,"大专","无",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3937","营销总监","上海罗孚展览工程有限公司","上海","民营公司","50-150人","家具/家电/玩具/礼品",6,"大专","无",10000,14999,9.43344392249037,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"3938","恒洁卫浴 供应链经理 (职位编号：008)","上海奔洁陶瓷有限公司","上海","民营公司","50-150人","建筑/建材/工程",6,"大专","无",8000,9999,9.10492429921953,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"3939","SEM专员/网络竞价专员","新世界教育集团","上海","民营公司","1000-5000人","教育/培训/院校",2,"无","招聘1人",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3940","产品经理","上海汇销信息科技有限公司","上海","民营公司","少于50人","建筑/建材/工程",6,"大专","无",15000,19999,9.76992758807486,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"3941","客服专员-上海","上海腾道信息技术有限公司","上海","合资","150-500人","贸易/进出口",0,"无","招聘1人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3942","采购工程师（汽车行业）","上海盈智汽车零部件有限公司","上海","合资","500-1000人","汽车及零配件",2,"大专","无",5000,6666.66666666667,8.6713438712435,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3943","Facebook/google推广实习生","上海傲茉信息技术有限公司","上海","民营公司","50-150人","互联网/电子商务",0,"无","招聘3人",3000,4499,8.22937777674144,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3944","文案策划专员","上海易教信息科技有限公司","上海","合资","150-500人","计算机软件",2,"本科","无",4500,7000,8.6569551337914,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"3945","社会化营销总监/新媒体总监","上海洽客网络信息科技有限公司","上海","创业公司","50-150人","互联网/电子商务",6,"本科","无",20000,25000,10.0212705881925,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"3946","yy直播室讲师 分析师","上海曦亿国际贸易有限公司","上海","合资","少于50人","金融/投资/证券",1,"大专","无",12500,16666.6666666667,9.58763460311765,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3947","产品经理","安付宝商务有限公司","上海","国企","150-500人","互联网/电子商务",3,"本科","无",16666.6666666667,20833.3333333333,9.83894903139856,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"3948","电商运营主管","果铺（上海）贸易有限公司","上海","外资","50-150人","贸易/进出口",2,"中专","无",5000,8000,8.77955745588373,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3949","核算会计","上海银生宝电子支付服务有限公司","上海","民营公司","500-1000人","互联网/电子商务",5,"大专","招聘2人",6000,7999,8.85359399691488,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"3950","生产计划主管","杭州锐健马斯汀医疗器材有限公司","上海","民营公司","50-150人","医疗设备/器械",6,"本科","无",6000,7999,8.85359399691488,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"3951","数学建模（欢迎应届生）","深圳市天软科技开发有限公司","上海","民营公司","50-150人","计算机服务(系统、数据服务、维修)",0,"本科","招聘5人",3000,4499,8.22937777674144,"无经验要求",1,0,0,0,1,1,0,1,0,0,0,0
"3952","客户经理","上海龙香建筑装潢设计有限公司","上海","民营公司","150-500人","家居/室内设计/装潢",3,"无","招聘4人",6000,8000,8.85366542803745,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"3953","招聘与培训主管","上海通汇汽车零部件配送中心有限公司","上海","国企","1000-5000人","交通/运输/物流",6,"无","招聘1人",6666.66666666667,8333.33333333333,8.9226582995244,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"3954","国内广告投放经理","上海极贝网络科技有限公司","上海","民营公司","50-150人","网络游戏",3,"无","招聘若干人",5000,15000,9.21034037197618,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"3955","媒介经理","上海兴畅网络技术有限公司","上海","民营公司","50-150人","计算机软件",0,"无","招聘3人",10000,14999,9.43344392249037,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3956","内容运营设计师","上海要客投资管理有限公司","上海","民营公司","50-150人","互联网/电子商务",1,"本科","招聘1人",6000,10000,8.98719682066197,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3957","运营部主管助理","禾米·中国","上海","民营公司","150-500人","互联网/电子商务",0,"无","招聘若干人",4000,6000,8.51719319141624,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3958","新媒体运营经理","上海微圈网络科技有限公司","上海","民营公司","50-150人","互联网/电子商务",0,"无","招聘1人",10000,14999,9.43344392249037,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3959","分行经理（宁波）","宁波凯州嘉业网络科技有限公司","上海","民营公司","50-150人","互联网/电子商务",1,"无","招聘2人",15000,19999,9.76992758807486,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3960","ETL工程师","医利捷（上海）信息科技有限公司","上海","民营公司","50-150人","计算机软件",2,"大专","无",10000,20000,9.61580548008435,"1-2年",0,0,0,0,0,0,1,0,0,0,0,0
"3961","互联网运营经理","上海海游网络科技有限公司","上海","合资","少于50人","互联网/电子商务",1,"大专","无",10000,14999,9.43344392249037,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"3962","产品/品牌专员","深圳市盈合数字技术有限公司上海分公司","上海","民营公司","少于50人","广告",0,"无","招聘1人",5000,8000,8.77955745588373,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3963","PHP 高级开发工程师","易居（中国）社区增值服务集团","上海","合资","500-1000人","互联网/电子商务",6,"大专","无",20000,30000,10.1266311038503,"5-6年",0,0,0,0,0,1,0,0,0,0,0,0
"3964","储备干部----销售方面","上海魅葺商贸有限公司","上海","合资","50-150人","通信/电信/网络设备",0,"大专","无",3500,5000,8.35467426191846,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3965","销售专员/代表","Isentia","上海","外资","500-1000人","专业服务(咨询、人力资源、财会)",1,"大专","无",4500,5999,8.565888112955,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3966","银行保险部业务督训岗","建信人寿保险有限公司上海分公司","上海","合资","150-500人","保险",3,"本科","无",6000,7999,8.85359399691488,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"3967","营运助理","博聆助听器（上海）有限公司","上海","民营公司","50-150人","批发/零售",1,"大专","无",4000,7000,8.61250337122056,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3968","（上海海通资源管理有限公司）场外衍生品研究","海通期货股份有限公司","上海","国企","500-1000人","金融/投资/证券",0,"本科","无",6000,7999,8.85359399691488,"无经验要求",0,0,0,0,1,0,0,0,0,0,0,0
"3969","运营管理专员","上海自如资产管理有限公司","上海","民营公司","1000-5000人","房地产",1,"本科","无",4500,7000,8.6569551337914,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3970","众筹项目经理","鹦鹉螺市集","上海","创业公司","少于50人","互联网/电子商务",3,"本科","无",10000,14999,9.43344392249037,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"3971","课程顾问/咨询顾问/课程销售 (职位编号：002)","上海慧才网络科技有限公司","上海","民营公司","少于50人","专业服务(咨询、人力资源、财会)",1,"大专","无",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3972","数据专员","上海法迭信息科技有限公司","上海","民营公司","少于50人","计算机服务(系统、数据服务、维修)",1,"无","招聘2人",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3973","amazon亚马逊产品开发(跨境电商出口)","上海柏思臣进出口有限公司","上海","民营公司","少于50人","贸易/进出口",0,"本科","招聘1人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3974","总监助理/销售助理/品牌助理","广州云客数字技术有限公司","上海","民营公司","少于50人","互联网/电子商务",1,"本科","无",4500,5999,8.565888112955,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"3975","督查专员","畅充科技（上海）有限公司","上海","民营公司","50-150人","计算机软件",1,"本科","无",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3976","APP网络推广","上海驾培信息科技发展有限公司","上海","民营公司","50-150人","互联网/电子商务",2,"大专","无",4500,5999,8.565888112955,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3977","亚马逊Amazon美国站英语电子商务专员","上海乐文网络科技有限公司","上海","民营公司","50-150人","互联网/电子商务",0,"无","招聘2人",4000,5000,8.41183267575841,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3978","网络营销推广","上海梅歌文化传播有限公司","上海","民营公司","少于50人","家具/家电/玩具/礼品",1,"大专","无",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3979","PHP 高级开发工程师 (职位编号：xt_php)","上海讯堂网络科技有限公司","上海","民营公司","少于50人","网络游戏",3,"大专","无",12000,20000,9.68034400122192,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"3980","马达控制系统工程师","聚辰半导体(上海)有限公司","上海","外资","50-150人","电子技术/半导体/集成电路",0,"本科","招聘1人",NA,NA,NA,"无经验要求",0,0,0,0,1,0,0,0,0,0,0,0
"3981","数据运营","上海帅齐实业发展有限公司","上海","民营公司","50-150人","互联网/电子商务",3,"大专","无",6000,7999,8.85359399691488,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"3982","运营专员","上海言美电子商务有限公司","上海","民营公司","50-150人","互联网/电子商务",0,"无","招聘若干人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3983","微博微信专员","上海纽尚营养科技有限公司","上海","民营公司","50-150人","快速消费品(食品、饮料、化妆品)",1,"大专","招聘2人",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3984","行政专员-（偏库存数据）","百慕迪（上海）再生医学科技有限公司","上海","外资","150-500人","医疗设备/器械",2,"大专","无",4500,5999,8.565888112955,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3985","文案编辑","上海互缘信息技术服务有限公司","上海","民营公司","50-150人","互联网/电子商务",3,"本科","无",5000,10000,8.9226582995244,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"3986","数据开发工程师","西十区","上海","民营公司","150-500人","互联网/电子商务",2,"本科","招聘若干人",20000,24999,10.0212483657234,"1-2年",0,0,0,1,0,1,1,0,0,0,1,1
"3987","财务经理/Accounting manager","派帝赛思贸易（上海）有限公司","上海","外资","50-150人","贸易/进出口",6,"本科","无",10000,14999,9.43344392249037,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"3988","网络运营策划","上海富邮文化发展有限公司","上海","民营公司","50-150人","金融/投资/证券",2,"本科","无",5000,8000,8.77955745588373,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3989","市场策划专员","幻知曲（中国）贸易有限公司","上海","外资","50-150人","贸易/进出口",1,"大专","无",4000,5000,8.41183267575841,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3990","技术架构师","上海持云企业管理有限公司","上海","民营公司","少于50人","互联网/电子商务",8,"无","招聘若干人",34999,44999,10.5966097327836,"7-8年",0,0,0,0,0,1,0,0,0,0,0,0
"3991","私募股权经理","上海舒翎投资管理有限公司","上海","民营公司","少于50人","多元化业务集团公司",2,"本科","招聘1人",8000,12000,9.21034037197618,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"3992","淘宝运营","上海典将网络科技有限公司","上海","民营公司","50-150人","网络游戏",0,"大专","招聘1人",4000,7000,8.61250337122056,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"3993","产品经理","上海你我信息服务有限公司","上海","民营公司","150-500人","互联网/电子商务",6,"大专","无",15000,19999,9.76992758807486,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"3994","产品经理","上海沃易智电子商务有限公司","上海","外资","150-500人","互联网/电子商务",6,"本科","无",29166.6666666667,50000,10.5861634332288,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"3995","人事/行政助理","江阴万奇内饰系统有限公司上海分公司","上海","合资","150-500人","汽车及零配件",1,"中专","无",3500,6000,8.46589989702869,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"3996","网络推广/市场推广","美柠（上海）网络科技有限公司","上海","民营公司","50-150人","互联网/电子商务",1,"大专","无",6000,7999,8.85359399691488,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"3997","总账会计","上海振大电器成套有限公司","上海","民营公司","50-150人","电气/电力/水利",2,"大专","招聘1人",3500,4999,8.35455660793868,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"3998","资深广告文案","北京阳光恒美广告有限公司上海分公司","上海","民营公司","50-150人","广告",3,"无","招聘1人",8000,15000,9.35010231435134,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"3999","市场营销专员","上海亿铁科技发展有限公司","上海","合资","50-150人","互联网/电子商务",0,"本科","招聘若干人",10000,14999,9.43344392249037,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"4000","运营专员","银联智惠信息服务（上海）有限公司","上海","合资","50-150人","计算机软件",2,"本科","招聘1人",6000,7999,8.85359399691488,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"4001","业务支持专员/助理","上海国经网络科技有限公司","上海","民营公司","1000-5000人","互联网/电子商务",0,"大专","招聘若干人",4500,5999,8.565888112955,"无经验要求",0,0,1,0,0,0,0,0,0,0,0,0
"4002","产品专员","上海凯寿信息科技有限公司","上海","合资","500-1000人","互联网/电子商务",0,"大专","招聘若干人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"4003","招投标专员","上海工谷土木工程技术有限公司","上海","民营公司","少于50人","建筑/建材/工程",2,"大专","无",3000,8000,8.61250337122056,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"4004","营运助理","上海爱贝玩具股份有限公司","上海","民营公司","50-150人","家具/家电/玩具/礼品",1,"大专","无",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"4005","市场专员/市场推广/市场渠道专员","上海来昂教育科技有限公司","上海","民营公司","50-150人","教育/培训/院校",1,"本科","无",4000,10000,8.85366542803745,"1-2年",1,0,1,0,0,0,0,0,0,0,0,0
"4006","游戏运营","上海乐相科技有限公司","上海","合资","50-150人","电子技术/半导体/集成电路",1,"大专","无",4500,5999,8.565888112955,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"4007","资深数值策划","上海欢动科技有限公司","上海","合资","50-150人","网络游戏",3,"本科","无",8000,18000,9.47270463644367,"3-4年",0,0,1,0,0,0,0,0,0,0,0,0
"4008","销售代表","上海戴鑫信息技术有限公司","上海","民营公司","150-500人","计算机硬件",0,"大专","招聘5人",6000,7999,8.85359399691488,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"4009","CPS推广专员","上海荧通计算机科技有限公司","上海","民营公司","50-150人","互联网/电子商务",2,"大专","无",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"4010","网络买手","ezbuy","上海","外资","500-1000人","互联网/电子商务",0,"本科","无",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"4011","韦博嗨英语资深社媒营销主管","韦博嗨英语","上海","合资","少于50人","教育/培训/院校",3,"本科","招聘1人",10000,14999,9.43344392249037,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
